title: Wind Of Change | artist: Scorpions | time: 4:44 | link: www.youtube.com/watch?v=n4RjJKxsamQ
title: Darren Hayes | artist: So Beautiful | time: 3:31 | link: www.youtube.com/watch?v=bzTwYOJZ5SI
title: I'll Make Love To You | artist: Boyz II Men | time: 4:19 | link: www.youtube.com/watch?v=fV8vB1BB2qc
title: I'll Never Break Your Heart | artist: Backstreet Boys | time: 4:38 | link: www.youtube.com/watch?v=kDcCSiakaU4
title: My Love | artist: Westlife | time: 3:54 | link: www.youtube.com/watch?v=WHyzxVlOI98
title: If I Let You Go | artist: Westlife | time: 3:41 | link: www.youtube.com/watch?v=17Tpxa1fhBw
title: Swear It Again | artist: Westlife | time: 4:09 | link: www.youtube.com/watch?v=feWt4o1yvFc
title: Flying Without Wings | artist: Westlife | time: 3:43 | link: www.youtube.com/watch?v=HsBffFnnhdE
title: Against All Odds | artist: Westlife feat. Mariah Carey | time: 3:22 | link: www.youtube.com/watch?v=Kz4VNmzTFQo
title: One Sweet Day | artist: Mariah Carey, Boyz II Men | time: 4:46 | link: www.youtube.com/watch?v=UXxRyNvTPr8
title: Drowning | artist: Backstreet Boys | time: 4:33 | link: www.youtube.com/watch?v=GZXHBgjQjNM
title: All That I Need | artist: Boyzone | time: 3:48 | link: www.youtube.com/watch?v=8mID8M6bpiM
title: No Matter What | artist: Boyzone | time: 4:44 | link: www.youtube.com/watch?v=7eul_Vt6SZY
title: Baby Can I Hold You | artist: Boyzone | time: 3:21 | link: www.youtube.com/watch?v=Po-g5EW7bCQ
title: Viva Forever | artist: Spice Girls | time: 4:12 | link: www.youtube.com/watch?v=3wkuqRFXNvI
title: 2 Become 1 | artist: Spice Girls | time: 4:01 | link: www.youtube.com/watch?v=FA5jsa1lR9c
title: Breaking My Heart | artist: Michael Learns To Rock | time: 4:03 | link: www.youtube.com/watch?v=w9iQog6EW_I
title: SomeDay SomeWay | artist: Michael Learns To Rock | time: 3:45 | link: www.youtube.com/watch?v=KslY8KOq5o8
title: Sleeping Child | artist: Michael Learn To Rock | time: 3:35 | link: www.youtube.com/watch?v=SssxgwcQup4
title: Tears In Heaven | artist: Eric Clapton | time: 4:35 | link: www.youtube.com/watch?v=JxPj3GAYYZ0
title: So Beautiful | artist: Darren Hayes | time: 3:32 | link: www.youtube.com/watch?v=t1H8_sIrFIs
title: Propaganda | artist: Jorge & Mateus | time: 2:20 | link: www.youtube.com/watch?v=mQr7XemLs8s
title: Vai Malandra | artist: Anitta, Mc Zaac, Maejor ft. Tropkillaz & DJ Yuri Martins | time: 3:27 | link: www.youtube.com/watch?v=kDhptBT_-VI
title: Ensina-Me | artist: Gabriel Brito | time: 2:30 | link: www.youtube.com/watch?v=646zLHBB54E
title: Rabiola | artist: MC Kevinho | time: 3:12 | link: www.youtube.com/watch?v=tXFyeIjwQUw
title: Pesadão | artist: IZA | time: 3:21 | link: www.youtube.com/watch?v=g8psa0UBZKA
title: Faz um Novo Eu | artist: Gabriel Brito | time: 3:39 | link: www.youtube.com/watch?v=S5AGBNqj8lM
title: Downtown | artist: Anitta & J Balvin | time: 3:20 | link: www.youtube.com/watch?v=wlS6Ix7mA0w
title: Me Atraiu | artist: Gabriel Brito | time: 3:58 | link: www.youtube.com/watch?v=tZ1XDMxLbBo
title: K.O. | artist: Pabllo Vittar | time: 2:48 | link: www.youtube.com/watch?v=3L5D8by1AtI
title: Mel de Marte Part. Maiara e Maraisa | artist: Gustavo Mioto | time: 3:13 | link: www.youtube.com/watch?v=9NwM-rbFrQw
title: Meu Abrigo | artist: Melim | time: 3:54 | link: www.youtube.com/watch?v=gUpGTRR4Tt4
title: MAQUIAGEM NÃO DISFARÇA - DVD O Céu Explica Tudo | artist: Henrique e Juliano | time: 2:49 | link: www.youtube.com/watch?v=-YrF9RubtO8
title: Turbulência ft. Nego do Borel | artist: Gabi Martins | time: 3:24 | link: www.youtube.com/watch?v=ObAgfMJ6DYk
title: Coração de Muleta | artist: Naiara Azevedo | time: 2:55 | link: www.youtube.com/watch?v=L-J14P3jG0o
title: Era Uma Vez | artist: Kell Smith | time: 3:46 | link: www.youtube.com/watch?v=xJNKT9HAXRc
title: Nível de Carência | artist: Naiara Azevedo | time: 3:16 | link: www.youtube.com/watch?v=I7DPOKIisWY
title: FAZ DO SEU JEITO - DVD O Céu Explica Tudo | artist: Henrique e Juliano | time: 2:33 | link: www.youtube.com/watch?v=kJ5j8lbZ72E
title: Will I See You | artist: Poo Bear feat. Anitta | time: 3:35 | link: www.youtube.com/watch?v=eYF8tR1Zzu4
title: Dona Maria | artist: Thiago Brava Ft. Jorge | time: 3:16 | link: www.youtube.com/watch?v=qaPDDTLkB2U
title: Mantendo Distância | artist: Naiara Azevedo | time: 2:52 | link: www.youtube.com/watch?v=NnFKEjFzLKI
title: Piquenique | artist: Dilsinho | time: 3:36 | link: www.youtube.com/watch?v=KeYAgJgS8OQ
title: Não Deixo Não | artist: Mano Walter | time: 3:58 | link: www.youtube.com/watch?v=htrlDVrF4vw
title: Trem-Bala | artist: Ana Vilela | time: 3:01 | link: www.youtube.com/watch?v=sWhy1VcvvgY
title: Eu Era | artist: Marcos e Belutti | time: 3:29 | link: www.youtube.com/watch?v=AiKgpTaBwFk
title: Fica | artist: ANAVITÓRIA | time: 3:08 | link: www.youtube.com/watch?v=-QdZ2VtOkhc
title: Cheguei Pra Te Amar | artist: Ivete Sangalo | time: 3:22 | link: www.youtube.com/watch?v=Yb2GwmmLgtw
title: Hi - | artist: Léo Magalhães | time: 3:02 | link: www.youtube.com/watch?v=mWfWyhzC22U
title: Aham | artist: Nicolas Germano | time: 3:37 | link: www.youtube.com/watch?v=Li7AiWejlzQ
title: Nosso Nó | artist: Sandy | time: 4:04 | link: www.youtube.com/watch?v=dwnDZpJsWmE
title: Alô Dono do Bar | artist: Wesley Safadão e Devinho Novaes | time: 3:38 | link: www.youtube.com/watch?v=eIepYA3PaIo
title: Saudade Amarga | artist: Aviões | time: 3:43 | link: www.youtube.com/watch?v=vSKr1oX35fU
title: Distanciou | artist: Thiago Brava | time: 3:08 | link: www.youtube.com/watch?v=-PsU7XyUAdw
title: Clipe Oficial | artist: Maiara e Maraisa – Bengala e Crochê | time: 3:22 | link: www.youtube.com/watch?v=FMmbG3zjwnM
title: Amante Não Tem Lar - DVD Realidade | artist: Marília Mendonça | time: 3:03 | link: www.youtube.com/watch?v=OT7PpQEz7rc
title: Fiquei Só | artist: MC Davi | time: 3:42 | link: www.youtube.com/watch?v=r8nvvwg20Xc
title: Nossa Que Absurdo | artist: Jerry Smith & MC Nando DK | time: 3:46 | link: www.youtube.com/watch?v=gav8beZMPEk
title: Se é pra Gente Ficar ft. Wesley Safadão | artist: Solange Almeida | time: 3:12 | link: www.youtube.com/watch?v=BivIocrfMFc
title: Não Chora | artist: MC Rodolfinho | time: 3:42 | link: www.youtube.com/watch?v=1QX1xP24kpU
title: VEM PRA MINHA VIDA - DVD O Céu Explica Tudo | artist: Henrique e Juliano | time: 3:15 | link: www.youtube.com/watch?v=r73ANL4ecnE
title: Permanecer feat. MC G15 #BaseadoEmSorrisosReais | artist: Lucas Lucco | time: 4:17 | link: www.youtube.com/watch?v=mwX4_ws1Jc4
title: Bum Bum Do Mal | artist: Márcia Fellipe | time: 2:46 | link: www.youtube.com/watch?v=7x9nOFMv5RA
title: Tô Sensacional | artist: Márcia Fellipe | time: 2:26 | link: www.youtube.com/watch?v=GkLEotE88o0
title: Aqui Ô Pro Meu Ex | artist: Márcia Fellipe | time: 1:43 | link: www.youtube.com/watch?v=G_89GxmUQ3w
title: Olha o Que o Amor Me Faz | artist: Dilsinho | time: 3:44 | link: www.youtube.com/watch?v=J059mhTot2o
title: Aquele Ex | artist: Fernando & Sorocaba | time: 4:35 | link: www.youtube.com/watch?v=kB6RToExsZE
title: Falsidade | artist: Dilsinho | time: 3:06 | link: www.youtube.com/watch?v=EHMgZThXNZQ
title: Presente do Destino / Se Prepara | artist: Dilsinho | time: 6:24 | link: www.youtube.com/watch?v=0vNurVNxZkw
title: Se Tiver Coragem | artist: Paula Mattos | time: 3:07 | link: www.youtube.com/watch?v=miuR13k8mpY
title: Corona | artist: Jonas Esticado | time: 2:10 | link: www.youtube.com/watch?v=m1hKsW-xxRo
title: O Mundo Precisa de Amor ft. Padre Fábio de Melo | artist: Solange Almeida | time: 5:01 | link: www.youtube.com/watch?v=6xLwuEiLgBU
title: Coisas Que Só Você Faz | artist: Diego Cruz | time: 4:20 | link: www.youtube.com/watch?v=XEiEMdf2u4M
title: Coladinha em mim Part. Anitta | artist: Gustavo Mioto | time: 2:50 | link: www.youtube.com/watch?v=e5Ct8ZW_rcs
title: Estado Independente feat. Lucas Lucco | artist: Edu Chociay | time: 3:54 | link: www.youtube.com/watch?v=TgRDDgAn7E4
title: Jeito Safado Part. Márcia Fellipe | artist: Wesley Safadão | time: 3:25 | link: www.youtube.com/watch?v=PL3JcF0kafk
title: Bagunçar Lençol | artist: Solange Almeida | time: 3:24 | link: www.youtube.com/watch?v=CEepWGIY6AA
title: Refém | artist: Dilsinho | time: 3:50 | link: www.youtube.com/watch?v=1CfTfUVM0Es
title: O Cara Certo | artist: Dilsinho | time: 3:17 | link: www.youtube.com/watch?v=PH3tue89PTg
title: Se Quiser | artist: Dilsinho | time: 3:27 | link: www.youtube.com/watch?v=yvlMj2ilfdU
title: Segura Seu BO ft. Rashid | artist: Projota | time: 3:32 | link: www.youtube.com/watch?v=ziTsqu7ObEE
title: Mesa 30 | artist: Fernando & Sorocaba | time: 2:51 | link: www.youtube.com/watch?v=1bYSd_s1zFc
title: Tamanho PPP | artist: Dilsinho | time: 3:02 | link: www.youtube.com/watch?v=2Mhz7Km55W4
title: Faça a Sua Aposta | artist: Dilsinho | time: 3:23 | link: www.youtube.com/watch?v=JRzeykDdC1A
title: Meu Coração Está Amando | artist: Gustavo Mioto | time: 3:11 | link: www.youtube.com/watch?v=DYvP6is9Sz8
title: Apelido Carinhoso - DVD Buteco do Gusttavo Lima 2 | artist: Gusttavo Lima | time: 3:22 | link: www.youtube.com/watch?v=B9Mi1-qn_PQ
title: Haja Cachaça | artist: Jonas Esticado | time: 2:53 | link: www.youtube.com/watch?v=H_kzPx7cNiU
title: Claudia Leitte feat. Maiara & Maraisa | artist: Lyric video: Lacradora | time: 3:17 | link: www.youtube.com/watch?v=_mjawTOm2PI
title: Contatinho ft. Luan Santana | artist: Nego do Borel | time: 3:03 | link: www.youtube.com/watch?v=3esupcR4tCU
title: Tribo das Danadas | artist: MC Zaac e Jerry Smith | time: 2:21 | link: www.youtube.com/watch?v=_jADzY6hQX0
title: Dez a Zero | artist: Paula Mattos | time: 2:49 | link: www.youtube.com/watch?v=fabNYxR2FYg
title: Madrid ft. Chris Weaver | artist: Fernando & Sorocaba | time: 4:55 | link: www.youtube.com/watch?v=KjheevvQsJs
title: O Sacrifício | artist: Preto no Branco | time: 5:50 | link: www.youtube.com/watch?v=-iT4cQqVvts
title: Prédios Vazios | artist: Sorriso Maroto | time: 3:27 | link: www.youtube.com/watch?v=VBECoMsCPFY
title: All-Star Brasil , Lucas Lucco , Pollo | artist: After Particular | time: 4:47 | link: www.youtube.com/watch?v=cutgvBGDSqw
title: O Que Não Derruba Fortalece | artist: Paula Mattos | time: 4:14 | link: www.youtube.com/watch?v=XN7e_vReTz0
title: Parabéns Pro Nosso Amor - DVD Buteco do Gusttavo Lima 2 | artist: Gusttavo Lima | time: 4:00 | link: www.youtube.com/watch?v=ZANUny1DOf0
title: Mil Vezes Cantarei - DVD Buteco do Gusttavo Lima 2 | artist: Gusttavo Lima | time: 4:51 | link: www.youtube.com/watch?v=PzrxQMFHxIk
title: Que Tiro Foi Esse | artist: Jojo Maronttinni | time: 4:05 | link: www.youtube.com/watch?v=Qw4uBk7DOa8
title: #Baladeira ft. Maiara & Maraisa | artist: Diego & Victor Hugo | time: 3:07 | link: www.youtube.com/watch?v=uDjNDZyDN54
title: Página De Amigos ft. Marilia Mendonça | artist: Chitãozinho & Xororó | time: 3:46 | link: www.youtube.com/watch?v=Etvt6Cme8u0
title: Paga De Solteiro Feliz | artist: Simone & Simaria | time: 3:02 | link: www.youtube.com/watch?v=oephH5-3Q_k
title: Câmera Lenta | artist: Gustavo Mioto | time: 2:58 | link: www.youtube.com/watch?v=cOScXq5jehA
title: Paraíso | artist: Lucas Lucco e Pabllo Vittar | time: 2:39 | link: www.youtube.com/watch?v=QLlZqHSWj_I
title: Tudo Tem Saída/Na Cama/O Nosso Bonde É Terrível | artist: Sorriso Maroto | time: 6:17 | link: www.youtube.com/watch?v=9lyerOoZzeM
title: Ainda Bem | artist: Jonas Esticado | time: 3:12 | link: www.youtube.com/watch?v=vjdC_tRbPFg
title: Que Sofrimento É Esse - DVD Buteco do Gusttavo Lima 2 | artist: Gusttavo Lima | time: 3:07 | link: www.youtube.com/watch?v=UID9_mttFVs
title: Mina | artist: Edu Chociay | time: 3:48 | link: www.youtube.com/watch?v=NkjERUqrQZw
title: Contatinho | artist: Nego do Borel | time: 3:33 | link: www.youtube.com/watch?v=uy-lqgT2amU
title: Zuzu - Paródia de Vai Malandra - Anitta | artist: Vai Baranga | time: 3:56 | link: www.youtube.com/watch?v=M0A_VtkXxjY
title: Nada Mais | artist: Fernando Daniel | time: 3:06 | link: www.youtube.com/watch?v=jNAsJr8v1zk
title: Ausência | artist: Marília Mendonça | time: 2:34 | link: www.youtube.com/watch?v=wje4zcGgSqA
title: Ao Vivo E A Cores | artist: Matheus & Kauan, Anitta | time: 3:31 | link: www.youtube.com/watch?v=iyI9RMkEzbQ
title: O Sol | artist: Vitor Kley | time: 3:36 | link: www.youtube.com/watch?v=YVJijQIualA
title: Siga a Seta | artist: Marcos e Belutti | time: 3:10 | link: www.youtube.com/watch?v=D_rdKj1trZk
title: Nossa Música | artist: Um44k | time: 4:35 | link: www.youtube.com/watch?v=S4BseCTZs6c
title: Contramão | artist: Gustavo Mioto | time: 3:11 | link: www.youtube.com/watch?v=5iUoik-9hVI
title: Ta Tum Tum | artist: Kevinho e Simone & Simaria | time: 2:57 | link: www.youtube.com/watch?v=xzvZfUwy2LQ
title: Ginga | artist: IZA | time: 3:03 | link: www.youtube.com/watch?v=NcY80SPnvfE
title: Coração de Guardanapo | artist: Thiago Brava | time: 3:34 | link: www.youtube.com/watch?v=F_AaRVKiXc8
title: A Mais Linda Do Hookah | artist: Thiago Brava | time: 3:24 | link: www.youtube.com/watch?v=AbAXFQTvb0Q
title: Saudade Nível Hard | artist: Yasmin Santos | time: 2:54 | link: www.youtube.com/watch?v=F7D59iWkYgs
title: Simples e Romântico | artist: Nicolas Germano | time: 3:52 | link: www.youtube.com/watch?v=3yTwzx4SUOY
title: Meu Nada | artist: Gabriel e Rafael | time: 3:15 | link: www.youtube.com/watch?v=joQu2kRcr7A
title: Solta a Batida | artist: Ludmilla | time: 2:48 | link: www.youtube.com/watch?v=MTIfex2L0zE
title: Beijo Bom | artist: Paula Fernandes | time: 3:21 | link: www.youtube.com/watch?v=CtNNhXUYUZA
title: Beijo Raro | artist: Nicolas Germano | time: 3:15 | link: www.youtube.com/watch?v=wc_1jk6kvOg
title: Quase Tudo - Agora é que são elas 2 | artist: Maiara e Maraisa | time: 3:17 | link: www.youtube.com/watch?v=gMUhyDRaUaw
title: Onde Já Se Viu | artist: Thaeme & Thiago | time: 3:22 | link: www.youtube.com/watch?v=KYKf7GnF6fQ
title: Paraíso | artist: Lucas Lucco e Pabllo Vittar | time: 2:55 | link: www.youtube.com/watch?v=qtTM2YV3bI8
title: Amor Falso | artist: Wesley Safadão e Aldair Playboy ft. Kevinho | time: 3:04 | link: www.youtube.com/watch?v=fOrPSLkuI54
title: Rebolar | artist: Luísa Sonza | time: 3:45 | link: www.youtube.com/watch?v=EQN_FCOyy0Q
title: Imaturo | artist: Jão | time: 3:14 | link: www.youtube.com/watch?v=irRY_P47ZgE
title: Nossa Conversa | artist: Kell Smith | time: 4:09 | link: www.youtube.com/watch?v=Cu_6YFqbhqc
title: Joga Bunda | artist: Aretuza Lovi, Pabllo Vittar, Gloria Groove | time: 3:44 | link: www.youtube.com/watch?v=DhIxpJHOeEo
title: Trevo | artist: ANAVITÓRIA | time: 3:59 | link: www.youtube.com/watch?v=6Gh5YvNKAmA
title: Não Sei Te Esquecer | artist: Nicolas Germano | time: 3:54 | link: www.youtube.com/watch?v=C35L8MDTBaM
title: 2050 | artist: Luan Santana | time: 4:01 | link: www.youtube.com/watch?v=53DHdg1KP-g
title: Positividade | artist: Gaab | time: 4:02 | link: www.youtube.com/watch?v=FmZisnTvN_M
title: Banheira de Espuma | artist: Zé Felipe | time: 3:14 | link: www.youtube.com/watch?v=VOBpOSkkvtQ
title: Então Vai | artist: Pabllo Vittar | time: 3:04 | link: www.youtube.com/watch?v=JVDyowAzBrU
title: Olhos Castanhos | artist: Luísa Sonza | time: 3:25 | link: www.youtube.com/watch?v=oOFRTjiT2q8
title: Indestrutível | artist: Pabllo Vittar | time: 4:48 | link: www.youtube.com/watch?v=O8B72HzTuww
title: Paraíso | artist: Diogo Piçarra | time: 3:55 | link: www.youtube.com/watch?v=zZI4UjFqSzY
title: Pra Quando Você Se Lembrar de Mim | artist: Jota Quest | time: 4:20 | link: www.youtube.com/watch?v=bp8nMS1LhMI
title: Perdeu a Razão | artist: Joelma | time: 4:15 | link: www.youtube.com/watch?v=Sj4UcgLlc8Q
title: Baldin de Gelo | artist: Claudia Leitte | time: 2:55 | link: www.youtube.com/watch?v=v6t9hb1cZzE
title: Meu Melhor Lugar | artist: Fernando & Sorocaba | time: 3:37 | link: www.youtube.com/watch?v=nfv-sNt4H9Y
title: Tipo Crazy | artist: Ludmilla | time: 3:37 | link: www.youtube.com/watch?v=wW9Ob_xaKvY
title: Sentença | artist: Di Ferrero | time: 3:13 | link: www.youtube.com/watch?v=BtW3bL-r9tg
title: Check-In | artist: Luan Santana | time: 4:31 | link: www.youtube.com/watch?v=BkPZOsv2hug
title: Eu Te Avisei | artist: Alice Caymmi, Pabllo Vittar | time: 2:39 | link: www.youtube.com/watch?v=hoMtlUnfZeQ
title: Nada Mudou | artist: Matias Damasio | time: 4:14 | link: www.youtube.com/watch?v=TEBTsJgQfTQ
title: Nothin' On You | artist: B.o.B | time: 3:51 | link: www.youtube.com/watch?v=8PTDv_szmL0
title: Hold Back The River | artist: James Bay | time: 4:07 | link: www.youtube.com/watch?v=mqiH0ZSkM9I
title: Building Heaven | artist: Jess Penner | time: 3:23 | link: www.youtube.com/watch?v=zYhE06yBToU
title: Lie Down In Darkness | artist: Moby | time: 3:49 | link: www.youtube.com/watch?v=nd0_lmvIr44
title: Cool Kids | artist: Echosmith | time: 3:54 | link: www.youtube.com/watch?v=SSCzDykng4g
title: Back for Good | artist: Take That | time: 3:59 | link: www.youtube.com/watch?v=N2ICtCO8TCw
title: In The Night | artist: The Weeknd | time: 4:09 | link: www.youtube.com/watch?v=tsUmC5ulukc
title: Lust For Life | artist: Lana Del Rey | time: 5:19 | link: www.youtube.com/watch?v=eP4eqhWc7sI
title: What About Us | artist: P!nk | time: 5:22 | link: www.youtube.com/watch?v=ClU3fctbGls
title: Um Sinal | artist: Ivete Sangalo, Melim | time: 4:31 | link: www.youtube.com/watch?v=R6ZlynYAwwo
title: Fica Tudo Bem | artist: Silva e Anitta | time: 2:52 | link: www.youtube.com/watch?v=F5R4zogEyRk
title: Quis Ficar | artist: Manash | time: 4:03 | link: www.youtube.com/watch?v=2AWMOM8KDlE
title: Trevo | artist: ANAVITÓRIA | time: 3:51 | link: www.youtube.com/watch?v=F1yNwxLW1Cw
title: Ai De Mim | artist: Outro Eu part. Sandy | time: 4:39 | link: www.youtube.com/watch?v=_63mNq_YJ8A
title: O Que Não Tem Preço | artist: Milton & Os Lagartos | time: 3:35 | link: www.youtube.com/watch?v=nt4wzLQ4Crk
title: Girassol | artist: Kell Smith | time: 3:56 | link: www.youtube.com/watch?v=RFumHZYUigw
title: Morada | artist: Sandy | time: 2:54 | link: www.youtube.com/watch?v=BDshrXp7LC0
title: Clareiamô | artist: ANAVITÓRIA | time: 3:52 | link: www.youtube.com/watch?v=XnguwkvXfwE
title: Abrace | artist: Manash | time: 3:42 | link: www.youtube.com/watch?v=cIu_DhhsrI0
title: Que Chato Que é | artist: Conrado | time: 3:47 | link: www.youtube.com/watch?v=9R2X4MNuyyg
title: Sim | artist: Sandy | time: 4:36 | link: www.youtube.com/watch?v=EKgLuoe78nY
title: Nós Dois | artist: Angelo Paes Leme | time: 2:49 | link: www.youtube.com/watch?v=lQPIwrnX-qI
title: Amanheceu | artist: Luiza Possi & De Maria | time: 3:03 | link: www.youtube.com/watch?v=RvhA1pYyQ_g
title: Desperdiçou | artist: Sandy | time: 2:41 | link: www.youtube.com/watch?v=FlvpO2nr1kE
title: Mais Bonito Não Há | artist: TIAGO IORC / MILTON NASCIMENTO | time: 5:26 | link: www.youtube.com/watch?v=SK3LlcY3p14
title: Na Pele | artist: Elza Soares e Pitty | time: 3:52 | link: www.youtube.com/watch?v=saHcmtU9I-0
title: Intolerância | artist: Lenine | time: 3:17 | link: www.youtube.com/watch?v=7OaYRAiVwL4
title: Sexo Agora | artist: Sandro | time: 4:10 | link: www.youtube.com/watch?v=STdSsFVE3T8
title: A Cor É Rosa | artist: Silva | time: 3:48 | link: www.youtube.com/watch?v=KnJwCg-zh4w
title: Vai Passar Rápido | artist: Marcela Tais | time: 4:29 | link: www.youtube.com/watch?v=0tydbndXi8E
title: Agora Eu Quero Ir | artist: ANAVITÓRIA | time: 3:19 | link: www.youtube.com/watch?v=2JL8lEorp60
title: Big Bang o Início de Tudo | artist: Milton & Os Lagartos | time: 3:01 | link: www.youtube.com/watch?v=h2GkVRxPTG4
title: Dez Minutos | artist: Ana Carolina | time: 3:03 | link: www.youtube.com/watch?v=9ze64nYpmW0
title: Daqui Só Se Leva o Amor | artist: Jota Quest | time: 3:42 | link: www.youtube.com/watch?v=-fF5imtuMQk
title: O TIRO | artist: SCATOLOVE | time: 2:24 | link: www.youtube.com/watch?v=jCUWP3au1rw
title: Vai e Vem | artist: Mallu Magalhães | time: 3:59 | link: www.youtube.com/watch?v=LrvVQAoj9YM
title: Quem De Nós Dois | artist: Ana Carolina | time: 5:04 | link: www.youtube.com/watch?v=z4j9BhlmSSU
title: Como é Grande o Meu Amor por Você | artist: Roberto Carlos | time: 2:26 | link: www.youtube.com/watch?v=IWAxEpyM3q4
title: Whisky a Go Go | artist: Roupa Nova | time: 4:06 | link: www.youtube.com/watch?v=oLv8ZPZrbf4
title: Sergio Mendes, Baby do Brasil e Rogério Flausino | artist: Canção Se Ligaê (Clipe Oficial) | time: 3:12 | link: www.youtube.com/watch?v=yHFWFzhRBtQ
title: Clipe Oficial | artist: Tiê A Noite | time: 3:41 | link: www.youtube.com/watch?v=1Ngn3fZIK2E
title: Promete | artist: Ana Vilela | time: 3:12 | link: www.youtube.com/watch?v=YbnEhG7tg2g
title: Apenas Mais Uma De Amor | artist: Daniel | time: 3:18 | link: www.youtube.com/watch?v=K_htoqLAhLI
title: Orgulho e Nada Mais | artist: Vanessa Da Mata | time: 4:27 | link: www.youtube.com/watch?v=EeeEfv8FFZQ
title: Por Onde Andei | artist: Nando Reis | time: 3:57 | link: www.youtube.com/watch?v=kNpRKin0CUc
title: Versos Simples | artist: Chimarruts | time: 3:24 | link: www.youtube.com/watch?v=kc2MyOkFbuc
title: É Tudo o Que Eu Quero Ter | artist: Vanessa Da Mata, Felguk | time: 2:49 | link: www.youtube.com/watch?v=B-dxiQy0DKI
title: 9 Meses | artist: Bárbara Dias | time: 5:18 | link: www.youtube.com/watch?v=xezdXa5okuU
title: Minha Felicidade | artist: Roberta Campos | time: 4:19 | link: www.youtube.com/watch?v=9mmiOFzkeh4
title: A Lua Q Eu T Dei | artist: Ivete Sangalo | time: 5:13 | link: www.youtube.com/watch?v=9Lqm4h2XQ5A
title: Quando Foi? | artist: Identidade Sua | time: 3:12 | link: www.youtube.com/watch?v=yq4g7Ae9MmY
title: Tribalistas | artist: Aliança | time: 4:12 | link: www.youtube.com/watch?v=3JiMr-HgHJ8
title: Quando Tiver Sessenta | artist: Rosa de Saron | time: 5:03 | link: www.youtube.com/watch?v=5Aaua6pxpMM
title: Tempo Perdido | artist: Orquestra Sinfônica Brasileira, Rogério Flausino | time: 4:08 | link: www.youtube.com/watch?v=MniKdbXR040
title: Sonhos | artist: Silva | time: 3:56 | link: www.youtube.com/watch?v=IJKCvD4euj8
title: Gente Feliz | artist: Vanessa Da Mata | time: 3:52 | link: www.youtube.com/watch?v=BP9fSTefQu4
title: Amuleto - Clipe Oficial | artist: Tiê | time: 3:29 | link: www.youtube.com/watch?v=XOxGPtlwLPM
title: Você Não Presta | artist: Mallu Magalhães | time: 4:02 | link: www.youtube.com/watch?v=hrh6zd5c0OY
title: Devolva-Me | artist: Adriana Calcanhotto | time: 2:57 | link: www.youtube.com/watch?v=6krEMiWHNFs
title: Tribalistas | artist: Um Só | time: 3:25 | link: www.youtube.com/watch?v=ZTSd9AvKpaE
title: Vermelho Rubro | artist: Milton & Os Lagartos | time: 4:09 | link: www.youtube.com/watch?v=JAe48XqPxW0
title: A Paz | artist: Roupa Nova | time: 5:13 | link: www.youtube.com/watch?v=OP4KB5FR_Mw
title: Alto Mar | artist: Plutão Já Foi Planeta | time: 4:41 | link: www.youtube.com/watch?v=SWOMgO7v2rQ
title: Eu Sei Que Vou Te Amar | artist: Ana Carolina | time: 3:04 | link: www.youtube.com/watch?v=yHLJQfQUJUQ
title: Me Espera | artist: Sandy | time: 3:52 | link: www.youtube.com/watch?v=zBUurckfIiE
title: Ainda Bem | artist: Vanessa Da Mata | time: 4:14 | link: www.youtube.com/watch?v=FhmnmC-WuXY
title: 400 Primaveras | artist: Renato Vianna, Fernando & Sorocaba | time: 3:17 | link: www.youtube.com/watch?v=lT8i951BR1g
title: Respirar | artist: Sandy | time: 3:54 | link: www.youtube.com/watch?v=s1Kkl6jd9-Y
title: MAR ABERTO | artist: Se Fosse Tão Fácil (música autoral) | time: 3:29 | link: www.youtube.com/watch?v=2BuhVYVbD2g
title: Homem Versus Homem | artist: Cavalo Motor | time: 4:13 | link: www.youtube.com/watch?v=M_yo6Gs3KyU
title: A Paz | artist: Daniel | time: 5:24 | link: www.youtube.com/watch?v=1JRRIg5ghFQ
title: Lua e Flor | artist: Osvaldo Montenegro | time: 3:46 | link: www.youtube.com/watch?v=FOcPfSbtQWs
title: O Leãozinho | artist: ANAVITÓRIA | time: 3:53 | link: www.youtube.com/watch?v=Xbn9CRQw9gg
title: Amei Te Ver | artist: TIAGO IORC | time: 4:23 | link: www.youtube.com/watch?v=W62-ZG9tPpI
title: Farol | artist: Vitor Kley | time: 5:10 | link: www.youtube.com/watch?v=Ibi1ayJo93c
title: PRA SER FELIZ | artist: CLIPE DANIEL | time: 4:13 | link: www.youtube.com/watch?v=zEfRZOjH7KI
title: Natal Todo Dia | artist: Roupa Nova | time: 4:03 | link: www.youtube.com/watch?v=egdOoD2fvMM
title: É Isso Aí | artist: Ana Carolina, Seu Jorge | time: 5:21 | link: www.youtube.com/watch?v=3rn2N0ZbLEQ
title: Eu sei - 20 Anos | artist: Papas da Língua | time: 3:47 | link: www.youtube.com/watch?v=ACnCoiPpZyk
title: Trevo | artist: ANAVITÓRIA | time: 3:28 | link: www.youtube.com/watch?v=GiXHRwNTu_I
title: PRA TUDO ACONTECER - Clipe Oficial | artist: SURICATO | time: 3:25 | link: www.youtube.com/watch?v=-wZ5B0lCLio
title: Coisa Linda | artist: TIAGO IORC | time: 2:57 | link: www.youtube.com/watch?v=OBaEbTuDQEc
